# q (Angstrom^-1), I (counts)
3.225262122312550161e+00,5.791672363281250000e+02
3.230914361155500014e+00,5.792795410156250000e+02
3.236566599998450311e+00,5.800267333984375000e+02
3.242218838841400164e+00,5.806984252929687500e+02
3.247871077684350016e+00,5.805477294921875000e+02
3.253523316527300313e+00,5.807598266601562500e+02
3.259175555370250166e+00,5.818042602539062500e+02
3.264827794213200463e+00,5.817701416015625000e+02
3.270480033056150759e+00,5.820540771484375000e+02
3.276132271899100612e+00,5.828074340820312500e+02
3.281784510742050909e+00,5.839457397460937500e+02
3.287436749585000761e+00,5.850952148437500000e+02
3.293088988427950614e+00,5.854328002929687500e+02
3.298741227270900911e+00,5.860669555664062500e+02
3.304393466113850764e+00,5.861374511718750000e+02
3.310045704956801060e+00,5.867470092773437500e+02
3.315697943799750913e+00,5.869761352539062500e+02
3.321350182642700766e+00,5.881947021484375000e+02
3.327002421485651062e+00,5.893873901367187500e+02
3.332654660328600915e+00,5.905465698242187500e+02
3.338306899171550768e+00,5.909947509765625000e+02
3.343959138014501065e+00,5.921795043945312500e+02
3.349611376857450917e+00,5.932662963867187500e+02
3.355263615700401214e+00,5.928622436523437500e+02
3.360915854543351067e+00,5.947443237304687500e+02
3.366568093386300919e+00,5.952960815429687500e+02
3.372220332229251216e+00,5.968476562500000000e+02
3.377872571072201069e+00,5.973003540039062500e+02
3.383524809915151366e+00,5.985039062500000000e+02
3.389177048758101218e+00,6.003828735351562500e+02
3.394829287601051071e+00,6.014513549804687500e+02
3.400481526444001368e+00,6.029833984375000000e+02
3.406133765286951220e+00,6.049946899414062500e+02
3.411786004129901073e+00,6.071900634765625000e+02
3.417438242972851370e+00,6.085445556640625000e+02
3.423090481815801223e+00,6.103284301757812500e+02
3.428742720658751519e+00,6.125921630859375000e+02
3.434394959501701372e+00,6.148692626953125000e+02
3.440047198344651225e+00,6.171298217773437500e+02
3.445699437187601522e+00,6.181287231445312500e+02
3.451351676030551374e+00,6.219325561523437500e+02
3.457003914873501671e+00,6.242129516601562500e+02
3.462656153716451524e+00,6.251193847656250000e+02
3.468308392559401376e+00,6.255101318359375000e+02
3.473960631402351673e+00,6.266688232421875000e+02
3.479612870245301526e+00,6.269809570312500000e+02
3.485265109088251378e+00,6.268693237304687500e+02
3.490917347931201675e+00,6.254689331054687500e+02
3.496569586774151528e+00,6.241853027343750000e+02
3.502221825617101825e+00,6.223430786132812500e+02
3.507874064460051677e+00,6.194378051757812500e+02
3.513526303303001530e+00,6.163668212890625000e+02
3.519178542145951827e+00,6.136174926757812500e+02
3.524830780988901680e+00,6.103099975585937500e+02
3.530483019831851976e+00,6.071157226562500000e+02
3.536135258674801829e+00,6.056943359375000000e+02
3.541787497517751682e+00,6.024147338867187500e+02
3.547439736360701978e+00,6.000059814453125000e+02
3.553091975203651831e+00,5.979818725585937500e+02
3.558744214046601684e+00,5.949700317382812500e+02
3.564396452889551981e+00,5.930239257812500000e+02
3.570048691732501833e+00,5.911484985351562500e+02
3.575700930575452130e+00,5.893270874023437500e+02
3.581353169418401983e+00,5.876903076171875000e+02
3.587005408261351835e+00,5.870516967773437500e+02
3.592657647104302132e+00,5.860213012695312500e+02
3.598309885947251985e+00,5.836660766601562500e+02
3.603962124790202282e+00,5.827341308593750000e+02
3.609614363633152134e+00,5.817587280273437500e+02
3.615266602476101987e+00,5.806027221679687500e+02
3.620918841319052284e+00,5.787437133789062500e+02
3.626571080162002136e+00,5.782429199218750000e+02
3.632223319004951989e+00,5.785418090820312500e+02
3.637875557847902286e+00,5.772013549804687500e+02
3.643527796690852139e+00,5.761234130859375000e+02
3.649180035533802435e+00,5.746250610351562500e+02
3.654832274376752288e+00,5.741005249023437500e+02
3.660484513219702141e+00,5.752260131835937500e+02
3.666136752062652437e+00,5.744824218750000000e+02
3.671788990905602290e+00,5.730900268554687500e+02
3.677441229748552587e+00,5.722846069335937500e+02
3.683093468591502884e+00,5.717392578125000000e+02
3.688745707434452736e+00,5.718761596679687500e+02
3.694397946277403033e+00,5.717794189453125000e+02
3.700050185120352886e+00,5.712703857421875000e+02
3.705702423963302738e+00,5.714892578125000000e+02
3.711354662806253035e+00,5.703742675781250000e+02
3.717006901649202888e+00,5.709038696289062500e+02
3.722659140492153185e+00,5.712932128906250000e+02
3.728311379335103037e+00,5.707080688476562500e+02
3.733963618178052890e+00,5.701894531250000000e+02
3.739615857021003187e+00,5.689484863281250000e+02
3.745268095863953040e+00,5.708752441406250000e+02
3.750920334706902892e+00,5.711472167968750000e+02
3.756572573549853189e+00,5.699338989257812500e+02
3.762224812392803042e+00,5.699782714843750000e+02
3.767877051235753338e+00,5.708333740234375000e+02
3.773529290078703191e+00,5.713368530273437500e+02
3.779181528921653044e+00,5.705211181640625000e+02
3.784833767764603341e+00,5.706084594726562500e+02
3.790486006607553193e+00,5.714970703125000000e+02
3.796138245450503046e+00,5.719780273437500000e+02
3.801790484293453343e+00,5.723180541992187500e+02
3.807442723136403195e+00,5.718057861328125000e+02
3.813094961979353492e+00,5.721372680664062500e+02
3.818747200822303345e+00,5.731420898437500000e+02
3.824399439665253198e+00,5.723179321289062500e+02
3.830051678508203494e+00,5.735532836914062500e+02
3.835703917351153347e+00,5.740524902343750000e+02
3.841356156194103644e+00,5.746849975585937500e+02
3.847008395037053496e+00,5.743547973632812500e+02
3.852660633880003349e+00,5.755697631835937500e+02
3.858312872722953646e+00,5.756598510742187500e+02
3.863965111565903499e+00,5.764075927734375000e+02
3.869617350408853351e+00,5.772069702148437500e+02
3.875269589251803648e+00,5.776682128906250000e+02
3.880921828094753501e+00,5.781251831054687500e+02
3.886574066937703797e+00,5.785851440429687500e+02
3.892226305780653650e+00,5.796054687500000000e+02
3.897878544623603503e+00,5.799093627929687500e+02
3.903530783466553800e+00,5.807154541015625000e+02
3.909183022309503652e+00,5.818534545898437500e+02
3.914835261152453949e+00,5.830244750976562500e+02
3.920487499995403802e+00,5.846826782226562500e+02
3.926139738838353654e+00,5.862808227539062500e+02
3.931791977681303951e+00,5.871707763671875000e+02
3.937444216524253804e+00,5.872716064453125000e+02
3.943096455367203657e+00,5.889545898437500000e+02
3.948748694210153953e+00,5.896240234375000000e+02
3.954400933053103806e+00,5.895214843750000000e+02
3.960053171896054103e+00,5.922691040039062500e+02
3.965705410739003955e+00,5.929978027343750000e+02
3.971357649581953808e+00,5.939259033203125000e+02
3.977009888424904105e+00,5.949735107421875000e+02
3.982662127267853958e+00,5.944497680664062500e+02
3.988314366110804254e+00,5.948471679687500000e+02
3.993966604953754107e+00,5.959564208984375000e+02
3.999618843796703960e+00,5.973422851562500000e+02
4.005271082639653812e+00,5.977992553710937500e+02
4.010923321482604109e+00,5.980965576171875000e+02
4.016575560325554406e+00,5.986832275390625000e+02
4.022227799168503815e+00,5.983658447265625000e+02
4.027880038011454111e+00,5.987946166992187500e+02
4.033532276854404408e+00,6.010438842773437500e+02
4.039184515697353817e+00,6.022537231445312500e+02
4.044836754540304113e+00,6.025940551757812500e+02
4.050488993383254410e+00,6.035142822265625000e+02
4.056141232226204707e+00,6.044490966796875000e+02
4.061793471069154116e+00,6.050875244140625000e+02
4.067445709912104412e+00,6.043466796875000000e+02
4.073097948755054709e+00,6.059007568359375000e+02
4.078750187598004118e+00,6.073112182617187500e+02
4.084402426440954414e+00,6.077236328125000000e+02
4.090054665283904711e+00,6.084160156250000000e+02
4.095706904126855008e+00,6.102709960937500000e+02
4.101359142969804417e+00,6.107848510742187500e+02
4.107011381812755602e+00,6.106193847656250000e+02
4.112663620655704122e+00,6.128101806640625000e+02
4.118315859498655307e+00,6.134265747070312500e+02
4.123968098341604716e+00,6.146573486328125000e+02
4.129620337184555900e+00,6.156570434570312500e+02
4.135272576027504421e+00,6.166917114257812500e+02
4.140924814870455606e+00,6.190559692382812500e+02
4.146577053713405014e+00,6.203693847656250000e+02
4.152229292556355311e+00,6.210498046875000000e+02
4.157881531399304720e+00,6.228795166015625000e+02
4.163533770242255905e+00,6.252965698242187500e+02
4.169186009085204425e+00,6.277169799804687500e+02
4.174838247928155610e+00,6.296734619140625000e+02
4.180490486771105019e+00,6.331806640625000000e+02
4.186142725614055315e+00,6.357863769531250000e+02
4.191794964457004724e+00,6.395078125000000000e+02
4.197447203299955909e+00,6.434927368164062500e+02
4.203099442142905318e+00,6.481631469726562500e+02
4.208751680985855614e+00,6.535543212890625000e+02
4.214403919828805023e+00,6.594077148437500000e+02
4.220056158671756208e+00,6.646595458984375000e+02
4.225708397514704728e+00,6.711066284179687500e+02
4.231360636357655913e+00,6.801853027343750000e+02
4.237012875200605322e+00,6.883163452148437500e+02
4.242665114043555619e+00,6.956065063476562500e+02
4.248317352886505027e+00,7.037762451171875000e+02
4.253969591729456212e+00,7.124092407226562500e+02
4.259621830572404733e+00,7.193869018554687500e+02
4.265274069415355918e+00,7.257944335937500000e+02
4.270926308258305326e+00,7.315548095703125000e+02
4.276578547101255623e+00,7.340606689453125000e+02
4.282230785944205032e+00,7.364688110351562500e+02
4.287883024787156216e+00,7.368396606445312500e+02
4.293535263630105625e+00,7.337734375000000000e+02
4.299187502473055922e+00,7.281265869140625000e+02
4.304839741316006219e+00,7.228028564453125000e+02
4.310491980158956515e+00,7.160525512695312500e+02
4.316144219001905924e+00,7.074545898437500000e+02
4.321796457844856221e+00,6.985975952148437500e+02
4.327448696687806518e+00,6.902363281250000000e+02
4.333100935530755926e+00,6.813826293945312500e+02
4.338753174373706223e+00,6.716078491210937500e+02
4.344405413216656520e+00,6.630449218750000000e+02
4.350057652059605928e+00,6.533153686523437500e+02
4.355709890902556225e+00,6.455253295898437500e+02
4.361362129745506522e+00,6.396759643554687500e+02
4.367014368588456819e+00,6.314713134765625000e+02
4.372666607431406227e+00,6.255247802734375000e+02
4.378318846274356524e+00,6.213178710937500000e+02
4.383971085117306821e+00,6.139779663085937500e+02
4.389623323960256229e+00,6.094160156250000000e+02
4.395275562803206526e+00,6.052964477539062500e+02
4.400927801646156823e+00,6.007330322265625000e+02
4.406580040489106231e+00,5.967061157226562500e+02
4.412232279332056528e+00,5.940098266601562500e+02
4.417884518175006825e+00,5.912186889648437500e+02
4.423536757017956234e+00,5.906090698242187500e+02
4.429188995860906530e+00,5.886653442382812500e+02
4.434841234703856827e+00,5.848797607421875000e+02
4.440493473546807124e+00,5.821087036132812500e+02
4.446145712389756532e+00,5.799377441406250000e+02
4.451797951232706829e+00,5.778759765625000000e+02
4.457450190075657126e+00,5.777076416015625000e+02
4.463102428918606535e+00,5.758132934570312500e+02
4.468754667761556831e+00,5.735854492187500000e+02
4.474406906604507128e+00,5.728385620117187500e+02
4.480059145447456537e+00,5.702195434570312500e+02
4.485711384290406833e+00,5.693405761718750000e+02
4.491363623133357130e+00,5.688862304687500000e+02
4.497015861976306539e+00,5.673875732421875000e+02
4.502668100819256836e+00,5.667788696289062500e+02
4.508320339662207132e+00,5.652016601562500000e+02
4.513972578505157429e+00,5.656961059570312500e+02
4.519624817348106838e+00,5.640961303710937500e+02
4.525277056191057135e+00,5.629197998046875000e+02
4.530929295034007431e+00,5.616206665039062500e+02
4.536581533876956840e+00,5.602843017578125000e+02
4.542233772719907137e+00,5.604187011718750000e+02
4.547886011562857433e+00,5.591707153320312500e+02
4.553538250405806842e+00,5.583849487304687500e+02
4.559190489248757139e+00,5.580076293945312500e+02
4.564842728091707436e+00,5.584078979492187500e+02
4.570494966934656844e+00,5.585316772460937500e+02
4.576147205777607141e+00,5.592468872070312500e+02
4.581799444620557438e+00,5.583939819335937500e+02
4.587451683463507734e+00,5.571551513671875000e+02
4.593103922306457143e+00,5.569926147460937500e+02
4.598756161149407440e+00,5.581499023437500000e+02
4.604408399992357737e+00,5.582873535156250000e+02
4.610060638835307145e+00,5.597363891601562500e+02
4.615712877678257442e+00,5.610802001953125000e+02
4.621365116521207739e+00,5.616492309570312500e+02
4.627017355364157147e+00,5.620211791992187500e+02
4.632669594207107444e+00,5.626922607421875000e+02
4.638321833050057741e+00,5.619889526367187500e+02
4.643974071893007149e+00,5.633668212890625000e+02
4.649626310735957446e+00,5.625547485351562500e+02
4.655278549578907743e+00,5.618802490234375000e+02
4.660930788421858040e+00,5.615507202148437500e+02
4.666583027264807448e+00,5.608153686523437500e+02
4.672235266107757745e+00,5.593268432617187500e+02
4.677887504950708042e+00,5.576630249023437500e+02
4.683539743793657451e+00,5.548712768554687500e+02
4.689191982636607747e+00,5.523233032226562500e+02
4.694844221479558044e+00,5.502514648437500000e+02
4.700496460322507453e+00,5.479319458007812500e+02
4.706148699165457749e+00,5.458251342773437500e+02
4.711800938008408046e+00,5.439766845703125000e+02
4.717453176851357455e+00,5.414959716796875000e+02
4.723105415694307752e+00,5.403096313476562500e+02
4.728757654537258048e+00,5.381569824218750000e+02
4.734409893380208345e+00,5.379530029296875000e+02
4.740062132223157754e+00,5.361320190429687500e+02
4.745714371066108050e+00,5.343706665039062500e+02
4.751366609909058347e+00,5.336406860351562500e+02
4.757018848752007756e+00,5.335821533203125000e+02
4.762671087594958053e+00,5.330538940429687500e+02
4.768323326437908349e+00,5.325981445312500000e+02
4.773975565280857758e+00,5.323453979492187500e+02
4.779627804123808055e+00,5.329016113281250000e+02
4.785280042966758351e+00,5.326156005859375000e+02
4.790932281809707760e+00,5.333939819335937500e+02
4.796584520652658057e+00,5.335441284179687500e+02
4.802236759495608354e+00,5.342460937500000000e+02
4.807888998338558650e+00,5.344302368164062500e+02
4.813541237181508059e+00,5.353897094726562500e+02
4.819193476024458356e+00,5.370043334960937500e+02
4.824845714867408653e+00,5.381427001953125000e+02
4.830497953710358061e+00,5.387110595703125000e+02
4.836150192553308358e+00,5.407482910156250000e+02
4.841802431396258655e+00,5.416604614257812500e+02
4.847454670239208063e+00,5.441462402343750000e+02
4.853106909082158360e+00,5.455075683593750000e+02
4.858759147925108657e+00,5.474273681640625000e+02
4.864411386768058065e+00,5.494682617187500000e+02
4.870063625611008362e+00,5.517888793945312500e+02
4.875715864453958659e+00,5.540785522460937500e+02
4.881368103296908956e+00,5.562042846679687500e+02
4.887020342139858364e+00,5.591023559570312500e+02
4.892672580982808661e+00,5.611646118164062500e+02
4.898324819825758958e+00,5.629852905273437500e+02
4.903977058668708366e+00,5.643002319335937500e+02
4.909629297511658663e+00,5.667584838867187500e+02
4.915281536354608960e+00,5.675501708984375000e+02
4.920933775197558369e+00,5.668494262695312500e+02
4.926586014040508665e+00,5.672816772460937500e+02
4.932238252883458962e+00,5.665449218750000000e+02
4.937890491726408371e+00,5.659425659179687500e+02
4.943542730569358667e+00,5.638187866210937500e+02
4.949194969412308964e+00,5.603196411132812500e+02
4.954847208255259261e+00,5.574940185546875000e+02
4.960499447098208670e+00,5.542468872070312500e+02
4.966151685941158966e+00,5.507389526367187500e+02
4.971803924784109263e+00,5.468590698242187500e+02
4.977456163627058672e+00,5.422885742187500000e+02
4.983108402470008969e+00,5.378766479492187500e+02
4.988760641312959265e+00,5.347754516601562500e+02
4.994412880155908674e+00,5.300187988281250000e+02
5.000065118998858971e+00,5.265047607421875000e+02
5.005717357841809267e+00,5.229405517578125000e+02
5.011369596684758676e+00,5.195683593750000000e+02
5.017021835527708973e+00,5.162399291992187500e+02
5.022674074370659270e+00,5.140150146484375000e+02
5.028326313213609566e+00,5.119837951660156250e+02
5.033978552056558975e+00,5.083984069824218750e+02
5.039630790899509272e+00,5.061093750000000000e+02
5.045283029742459568e+00,5.040701293945312500e+02
5.050935268585408977e+00,5.026265869140625000e+02
5.056587507428359274e+00,4.999274597167968750e+02
5.062239746271309571e+00,4.983055114746093750e+02
5.067891985114258979e+00,4.969299011230468750e+02
5.073544223957209276e+00,4.957541198730468750e+02
5.079196462800159573e+00,4.941433105468750000e+02
5.084848701643108981e+00,4.945358276367187500e+02
5.090500940486059278e+00,4.926871643066406250e+02
5.096153179329009575e+00,4.910710754394531250e+02
5.101805418171959872e+00,4.916177368164062500e+02
5.107457657014909280e+00,4.913609619140625000e+02
5.113109895857859577e+00,4.901258239746093750e+02
5.118762134700809874e+00,4.884523620605468750e+02
5.124414373543760171e+00,4.885562438964843750e+02
5.130066612386710467e+00,4.875468750000000000e+02
5.135718851229660764e+00,4.880055541992187500e+02
5.141371090072610173e+00,4.870874938964843750e+02
5.147023328915560469e+00,4.862542114257812500e+02
5.152675567758510766e+00,4.855541381835937500e+02
5.158327806601460175e+00,4.855669555664062500e+02
5.163980045444410472e+00,4.866231079101562500e+02
5.169632284287360768e+00,4.859897766113281250e+02
5.175284523130310177e+00,4.859585571289062500e+02
5.180936761973260474e+00,4.851100158691406250e+02
5.186589000816210770e+00,4.847736206054687500e+02
5.192241239659161067e+00,4.854615173339843750e+02
5.197893478502110476e+00,4.848834838867187500e+02
5.203545717345060773e+00,4.850778503417968750e+02
5.209197956188011069e+00,4.850241394042968750e+02
5.214850195030960478e+00,4.844356689453125000e+02
5.220502433873910775e+00,4.859046936035156250e+02
5.226154672716861072e+00,4.863093566894531250e+02
5.231806911559810480e+00,4.851444091796875000e+02
5.237459150402760777e+00,4.863238525390625000e+02
5.243111389245711074e+00,4.858829345703125000e+02
5.248763628088660482e+00,4.856459045410156250e+02
5.254415866931610779e+00,4.860660400390625000e+02
5.260068105774561076e+00,4.861241760253906250e+02
5.265720344617511373e+00,4.863752441406250000e+02
5.271372583460460781e+00,4.863869628906250000e+02
5.277024822303411078e+00,4.865678405761718750e+02
5.282677061146361375e+00,4.873588256835937500e+02
5.288329299989310783e+00,4.869493103027343750e+02
5.293981538832261080e+00,4.866070556640625000e+02
5.299633777675211377e+00,4.879568481445312500e+02
5.305286016518160785e+00,4.879434814453125000e+02
5.310938255361111082e+00,4.887837829589843750e+02
5.316590494204061379e+00,4.883330688476562500e+02
5.322242733047010788e+00,4.891887817382812500e+02
5.327894971889961084e+00,4.894712219238281250e+02
5.333547210732911381e+00,4.903802185058593750e+02
5.339199449575861678e+00,4.922138977050781250e+02
5.344851688418811086e+00,4.921582946777343750e+02
5.350503927261761383e+00,4.906544494628906250e+02
5.356156166104711680e+00,4.913092041015625000e+02
5.361808404947661089e+00,4.932786865234375000e+02
5.367460643790611385e+00,4.930912170410156250e+02
5.373112882633561682e+00,4.930657348632812500e+02
5.378765121476511091e+00,4.940974426269531250e+02
5.384417360319461388e+00,4.961293945312500000e+02
5.390069599162411684e+00,4.977408447265625000e+02
5.395721838005361093e+00,4.987645874023437500e+02
5.401374076848311390e+00,5.011794433593750000e+02
5.407026315691261686e+00,5.009053039550781250e+02
5.412678554534211095e+00,5.012632446289062500e+02
5.418330793377161392e+00,5.021087646484375000e+02
5.423983032220111689e+00,5.044596862792968750e+02
5.429635271063061985e+00,5.041415405273437500e+02
5.435287509906011394e+00,5.059191894531250000e+02
5.440939748748961691e+00,5.079950256347656250e+02
5.446591987591911987e+00,5.090831909179687500e+02
5.452244226434861396e+00,5.109519653320312500e+02
5.457896465277811693e+00,5.116882019042968750e+02
5.463548704120761990e+00,5.128442993164062500e+02
5.469200942963711398e+00,5.151484375000000000e+02
5.474853181806661695e+00,5.156219482421875000e+02
5.480505420649611992e+00,5.169860229492187500e+02
5.486157659492561400e+00,5.172673339843750000e+02
5.491809898335511697e+00,5.169241943359375000e+02
5.497462137178461994e+00,5.178685913085937500e+02
5.503114376021412291e+00,5.184684448242187500e+02
5.508766614864361699e+00,5.188701171875000000e+02
5.514418853707311996e+00,5.193208618164062500e+02
5.520071092550262293e+00,5.190006713867187500e+02
5.525723331393211701e+00,5.195230712890625000e+02
5.531375570236161998e+00,5.198392944335937500e+02
5.537027809079112295e+00,5.190309448242187500e+02
5.542680047922061704e+00,5.201919555664062500e+02
5.548332286765012000e+00,5.192829589843750000e+02
5.553984525607962297e+00,5.193078613281250000e+02
5.559636764450911706e+00,5.200233764648437500e+02
5.565289003293862002e+00,5.203251342773437500e+02
5.570941242136812299e+00,5.212337646484375000e+02
5.576593480979762596e+00,5.210820922851562500e+02
5.582245719822712005e+00,5.215115356445312500e+02
5.587897958665662301e+00,5.219821166992187500e+02
5.593550197508612598e+00,5.223996582031250000e+02
5.599202436351562007e+00,5.234678955078125000e+02
5.604854675194512303e+00,5.249988403320312500e+02
5.610506914037462600e+00,5.251132202148437500e+02
5.616159152880412009e+00,5.271835327148437500e+02
5.621811391723362306e+00,5.273315429687500000e+02
5.627463630566312602e+00,5.269807128906250000e+02
5.633115869409262011e+00,5.283164062500000000e+02
5.638768108252212308e+00,5.305997314453125000e+02
5.644420347095162604e+00,5.312854614257812500e+02
5.650072585938112901e+00,5.336665649414062500e+02
5.655724824781062310e+00,5.356692504882812500e+02
5.661377063624012607e+00,5.363367919921875000e+02
5.667029302466962903e+00,5.378777465820312500e+02
5.672681541309912312e+00,5.389006958007812500e+02
5.678333780152862609e+00,5.410458984375000000e+02
5.683986018995812906e+00,5.437448730468750000e+02
5.689638257838762314e+00,5.456350708007812500e+02
5.695290496681712611e+00,5.468503417968750000e+02
5.700942735524662908e+00,5.489304199218750000e+02
5.706594974367612316e+00,5.511695556640625000e+02
5.712247213210562613e+00,5.545775756835937500e+02
5.717899452053512910e+00,5.552003173828125000e+02
5.723551690896463207e+00,5.579603271484375000e+02
5.729203929739412615e+00,5.619130249023437500e+02
5.734856168582362912e+00,5.645487670898437500e+02
5.740508407425313209e+00,5.667011108398437500e+02
5.746160646268262617e+00,5.691757812500000000e+02
5.751812885111212914e+00,5.709713134765625000e+02
5.757465123954163211e+00,5.740194702148437500e+02
5.763117362797112619e+00,5.767847290039062500e+02
5.768769601640062916e+00,5.769060058593750000e+02
5.774421840483013213e+00,5.802645263671875000e+02
5.780074079325962622e+00,5.854643554687500000e+02
5.785726318168912918e+00,5.887448730468750000e+02
5.791378557011863215e+00,5.933522338867187500e+02
5.797030795854813512e+00,5.958092651367187500e+02
5.802683034697762920e+00,5.955427856445312500e+02
5.808335273540713217e+00,5.975213623046875000e+02
5.813987512383663514e+00,6.012014160156250000e+02
5.819639751226612923e+00,6.056436157226562500e+02
5.825291990069563219e+00,6.092802734375000000e+02
5.830944228912513516e+00,6.144055175781250000e+02
5.836596467755462925e+00,6.115828857421875000e+02
5.842248706598413222e+00,6.131687622070312500e+02
5.847900945441363518e+00,6.162540283203125000e+02
